quest_key,requirement_type,item_name,canonical_key,quantity,source_url,notes
"10,000 players!",item,Peppers,peppers,1,https://buddy.farm/i/peppers/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/peppers/; Page data: https://buddy.farm/page-data/i/peppers/page-data.json; Cache: peppers__peppers.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 52; Quest end date: 2021-06-22T04:59:59+00:00
buddy's christmas adventure ii,item,Candy Roll,candy roll,3000,https://buddy.farm/i/candy-roll/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/candy-roll/; Page data: https://buddy.farm/page-data/i/candy-roll/page-data.json; Cache: candy-roll__candy-roll.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1937951; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure ii,item,Grape Juice,grape juice,1000,https://buddy.farm/i/grape-juice/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/grape-juice/; Page data: https://buddy.farm/page-data/i/grape-juice/page-data.json; Cache: grape-juice__grape-juice.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1937951; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure ii,item,Onion Soup,onion soup,100,https://buddy.farm/i/onion-soup/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/onion-soup/; Page data: https://buddy.farm/page-data/i/onion-soup/page-data.json; Cache: onion-soup__onion-soup.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1937951; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure ii,item,Wheat,wheat,3000,https://buddy.farm/i/wheat/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wheat/; Page data: https://buddy.farm/page-data/i/wheat/page-data.json; Cache: wheat__wheat.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1937951; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iii,item,Corn,corn,2000,https://buddy.farm/i/corn/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/corn/; Page data: https://buddy.farm/page-data/i/corn/page-data.json; Cache: corn__corn.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1937979; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iii,item,Corn Oil,corn oil,250,https://buddy.farm/i/corn-oil/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/corn-oil/; Page data: https://buddy.farm/page-data/i/corn-oil/page-data.json; Cache: corn-oil__corn-oil.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1937979; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iv,item,Blue Ornament,blue ornament,3000,https://buddy.farm/i/blue-ornament/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/blue-ornament/; Page data: https://buddy.farm/page-data/i/blue-ornament/page-data.json; Cache: blue-ornament__blue-ornament.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938013; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iv,item,Christmas Tree,christmas tree,3000,https://buddy.farm/i/christmas-tree/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/christmas-tree/; Page data: https://buddy.farm/page-data/i/christmas-tree/page-data.json; Cache: christmas-tree__christmas-tree.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938013; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iv,item,Green Ornament,green ornament,3000,https://buddy.farm/i/green-ornament/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/green-ornament/; Page data: https://buddy.farm/page-data/i/green-ornament/page-data.json; Cache: green-ornament__green-ornament.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938013; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iv,item,Holiday Wreath,holiday wreath,3000,https://buddy.farm/i/holiday-wreath/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/holiday-wreath/; Page data: https://buddy.farm/page-data/i/holiday-wreath/page-data.json; Cache: holiday-wreath__holiday-wreath.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938013; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iv,item,Milk and Cookies,milk and cookies,25,https://buddy.farm/i/milk-and-cookies/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/milk-and-cookies/; Page data: https://buddy.farm/page-data/i/milk-and-cookies/page-data.json; Cache: milk-and-cookies__milk-and-cookies.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938013; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iv,item,Purple Ornament,purple ornament,3000,https://buddy.farm/i/purple-ornament/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/purple-ornament/; Page data: https://buddy.farm/page-data/i/purple-ornament/page-data.json; Cache: purple-ornament__purple-ornament.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938013; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iv,item,Red Ornament,red ornament,3000,https://buddy.farm/i/red-ornament/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/red-ornament/; Page data: https://buddy.farm/page-data/i/red-ornament/page-data.json; Cache: red-ornament__red-ornament.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938013; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iv,item,Snow Globe,snow globe,1000,https://buddy.farm/i/snow-globe/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/snow-globe/; Page data: https://buddy.farm/page-data/i/snow-globe/page-data.json; Cache: snow-globe__snow-globe.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938013; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iv,item,Snowman,snowman,1000,https://buddy.farm/i/snowman/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/snowman/; Page data: https://buddy.farm/page-data/i/snowman/page-data.json; Cache: snowman__snowman.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938013; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iv,item,Star,star,1500,https://buddy.farm/i/star/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/star/; Page data: https://buddy.farm/page-data/i/star/page-data.json; Cache: star__star.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938013; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure iv,item,Yellow Ornament,yellow ornament,3000,https://buddy.farm/i/yellow-ornament/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/yellow-ornament/; Page data: https://buddy.farm/page-data/i/yellow-ornament/page-data.json; Cache: yellow-ornament__yellow-ornament.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938013; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure ix,item,Milk and Cookies,milk and cookies,25,https://buddy.farm/i/milk-and-cookies/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/milk-and-cookies/; Page data: https://buddy.farm/page-data/i/milk-and-cookies/page-data.json; Cache: milk-and-cookies__milk-and-cookies.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938450; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure ix,item,Strange Letter,strange letter,3000,https://buddy.farm/i/strange-letter/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/strange-letter/; Page data: https://buddy.farm/page-data/i/strange-letter/page-data.json; Cache: strange-letter__strange-letter.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938450; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure v,item,Blue Ornament,blue ornament,3000,https://buddy.farm/i/blue-ornament/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/blue-ornament/; Page data: https://buddy.farm/page-data/i/blue-ornament/page-data.json; Cache: blue-ornament__blue-ornament.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938120; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure v,item,Christmas Tree,christmas tree,3000,https://buddy.farm/i/christmas-tree/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/christmas-tree/; Page data: https://buddy.farm/page-data/i/christmas-tree/page-data.json; Cache: christmas-tree__christmas-tree.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938120; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure v,item,Green Ornament,green ornament,3000,https://buddy.farm/i/green-ornament/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/green-ornament/; Page data: https://buddy.farm/page-data/i/green-ornament/page-data.json; Cache: green-ornament__green-ornament.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938120; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure v,item,Holiday Wreath,holiday wreath,3000,https://buddy.farm/i/holiday-wreath/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/holiday-wreath/; Page data: https://buddy.farm/page-data/i/holiday-wreath/page-data.json; Cache: holiday-wreath__holiday-wreath.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938120; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure v,item,Milk and Cookies,milk and cookies,25,https://buddy.farm/i/milk-and-cookies/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/milk-and-cookies/; Page data: https://buddy.farm/page-data/i/milk-and-cookies/page-data.json; Cache: milk-and-cookies__milk-and-cookies.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938120; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure v,item,Purple Ornament,purple ornament,3000,https://buddy.farm/i/purple-ornament/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/purple-ornament/; Page data: https://buddy.farm/page-data/i/purple-ornament/page-data.json; Cache: purple-ornament__purple-ornament.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938120; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure v,item,Red Ornament,red ornament,3000,https://buddy.farm/i/red-ornament/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/red-ornament/; Page data: https://buddy.farm/page-data/i/red-ornament/page-data.json; Cache: red-ornament__red-ornament.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938120; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure v,item,Snow Globe,snow globe,1000,https://buddy.farm/i/snow-globe/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/snow-globe/; Page data: https://buddy.farm/page-data/i/snow-globe/page-data.json; Cache: snow-globe__snow-globe.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938120; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure v,item,Snowman,snowman,1000,https://buddy.farm/i/snowman/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/snowman/; Page data: https://buddy.farm/page-data/i/snowman/page-data.json; Cache: snowman__snowman.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938120; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure v,item,Star,star,1500,https://buddy.farm/i/star/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/star/; Page data: https://buddy.farm/page-data/i/star/page-data.json; Cache: star__star.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938120; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure v,item,Yellow Ornament,yellow ornament,3000,https://buddy.farm/i/yellow-ornament/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/yellow-ornament/; Page data: https://buddy.farm/page-data/i/yellow-ornament/page-data.json; Cache: yellow-ornament__yellow-ornament.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938120; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure vi,item,Snowball,snowball,3000,https://buddy.farm/i/snowball/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/snowball/; Page data: https://buddy.farm/page-data/i/snowball/page-data.json; Cache: snowball__snowball.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938071; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure vii,item,Snowball,snowball,3000,https://buddy.farm/i/snowball/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/snowball/; Page data: https://buddy.farm/page-data/i/snowball/page-data.json; Cache: snowball__snowball.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938343; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure viii,item,Sealed Letter,sealed letter,5,https://buddy.farm/i/sealed-letter/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/sealed-letter/; Page data: https://buddy.farm/page-data/i/sealed-letter/page-data.json; Cache: sealed-letter__sealed-letter.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938416; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure x,item,Belt Drive,belt drive,2000,https://buddy.farm/i/belt-drive/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/belt-drive/; Page data: https://buddy.farm/page-data/i/belt-drive/page-data.json; Cache: belt-drive__belt-drive.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938583; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure x,item,Energy Coil,energy coil,2000,https://buddy.farm/i/energy-coil/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/energy-coil/; Page data: https://buddy.farm/page-data/i/energy-coil/page-data.json; Cache: energy-coil__energy-coil.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938583; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure x,item,Flywheel,flywheel,200,https://buddy.farm/i/flywheel/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/flywheel/; Page data: https://buddy.farm/page-data/i/flywheel/page-data.json; Cache: flywheel__flywheel.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938583; Quest end date: 2026-01-04T05:59:59+00:00
buddy's christmas adventure x,item,Machine Part,machine part,2000,https://buddy.farm/i/machine-part/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/machine-part/; Page data: https://buddy.farm/page-data/i/machine-part/page-data.json; Cache: machine-part__machine-part.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 1938583; Quest end date: 2026-01-04T05:59:59+00:00
buddy's school shenanigans i,item,Toilet Paper,toilet paper,500,https://buddy.farm/i/toilet-paper/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/toilet-paper/; Page data: https://buddy.farm/page-data/i/toilet-paper/page-data.json; Cache: toilet-paper__toilet-paper.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756470; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans ii,item,Toilet Paper,toilet paper,500,https://buddy.farm/i/toilet-paper/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/toilet-paper/; Page data: https://buddy.farm/page-data/i/toilet-paper/page-data.json; Cache: toilet-paper__toilet-paper.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756462; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans iii,item,Milk Carton,milk carton,500,https://buddy.farm/i/milk-carton/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/milk-carton/; Page data: https://buddy.farm/page-data/i/milk-carton/page-data.json; Cache: milk-carton__milk-carton.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756461; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans iv,item,Milk Carton,milk carton,500,https://buddy.farm/i/milk-carton/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/milk-carton/; Page data: https://buddy.farm/page-data/i/milk-carton/page-data.json; Cache: milk-carton__milk-carton.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756469; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans ix,item,Milk Carton,milk carton,500,https://buddy.farm/i/milk-carton/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/milk-carton/; Page data: https://buddy.farm/page-data/i/milk-carton/page-data.json; Cache: milk-carton__milk-carton.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756464; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans ix,item,Wagon Wheel,wagon wheel,500,https://buddy.farm/i/wagon-wheel/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wagon-wheel/; Page data: https://buddy.farm/page-data/i/wagon-wheel/page-data.json; Cache: wagon-wheel__wagon-wheel.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756464; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans ix,item,Wooden Plank,wooden plank,500,https://buddy.farm/i/wooden-plank/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wooden-plank/; Page data: https://buddy.farm/page-data/i/wooden-plank/page-data.json; Cache: wooden-plank__wooden-plank.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756464; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans v,item,Toilet Paper,toilet paper,500,https://buddy.farm/i/toilet-paper/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/toilet-paper/; Page data: https://buddy.farm/page-data/i/toilet-paper/page-data.json; Cache: toilet-paper__toilet-paper.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756468; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans vi,item,Ladder,ladder,500,https://buddy.farm/i/ladder/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/ladder/; Page data: https://buddy.farm/page-data/i/ladder/page-data.json; Cache: ladder__ladder.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756467; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans vi,item,Step Ladder,step ladder,250,https://buddy.farm/i/step-ladder/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/step-ladder/; Page data: https://buddy.farm/page-data/i/step-ladder/page-data.json; Cache: step-ladder__step-ladder.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756467; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans vi,item,Toilet Paper,toilet paper,500,https://buddy.farm/i/toilet-paper/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/toilet-paper/; Page data: https://buddy.farm/page-data/i/toilet-paper/page-data.json; Cache: toilet-paper__toilet-paper.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756467; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans vii,item,Broom,broom,500,https://buddy.farm/i/broom/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/broom/; Page data: https://buddy.farm/page-data/i/broom/page-data.json; Cache: broom__broom.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756466; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans vii,item,Bucket,bucket,500,https://buddy.farm/i/bucket/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/bucket/; Page data: https://buddy.farm/page-data/i/bucket/page-data.json; Cache: bucket__bucket.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756466; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans vii,item,Milk Carton,milk carton,500,https://buddy.farm/i/milk-carton/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/milk-carton/; Page data: https://buddy.farm/page-data/i/milk-carton/page-data.json; Cache: milk-carton__milk-carton.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756466; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans viii,item,Toilet Paper,toilet paper,500,https://buddy.farm/i/toilet-paper/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/toilet-paper/; Page data: https://buddy.farm/page-data/i/toilet-paper/page-data.json; Cache: toilet-paper__toilet-paper.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756465; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans viii,item,Wagon Wheel,wagon wheel,500,https://buddy.farm/i/wagon-wheel/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wagon-wheel/; Page data: https://buddy.farm/page-data/i/wagon-wheel/page-data.json; Cache: wagon-wheel__wagon-wheel.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756465; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans viii,item,Wooden Plank,wooden plank,500,https://buddy.farm/i/wooden-plank/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wooden-plank/; Page data: https://buddy.farm/page-data/i/wooden-plank/page-data.json; Cache: wooden-plank__wooden-plank.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756465; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans x,item,Milk Carton,milk carton,500,https://buddy.farm/i/milk-carton/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/milk-carton/; Page data: https://buddy.farm/page-data/i/milk-carton/page-data.json; Cache: milk-carton__milk-carton.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756463; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans x,item,Toilet Paper,toilet paper,500,https://buddy.farm/i/toilet-paper/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/toilet-paper/; Page data: https://buddy.farm/page-data/i/toilet-paper/page-data.json; Cache: toilet-paper__toilet-paper.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756463; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans x,item,Wagon Wheel,wagon wheel,500,https://buddy.farm/i/wagon-wheel/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wagon-wheel/; Page data: https://buddy.farm/page-data/i/wagon-wheel/page-data.json; Cache: wagon-wheel__wagon-wheel.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756463; Quest end date: 2025-09-01T04:59:59+00:00
buddy's school shenanigans x,item,Wooden Plank,wooden plank,500,https://buddy.farm/i/wooden-plank/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/wooden-plank/; Page data: https://buddy.farm/page-data/i/wooden-plank/page-data.json; Cache: wooden-plank__wooden-plank.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 4756463; Quest end date: 2025-09-01T04:59:59+00:00
bug exporter enterprise i,item,Cicada,cicada,5,https://buddy.farm/i/cicada/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/cicada/; Page data: https://buddy.farm/page-data/i/cicada/page-data.json; Cache: cicada__cicada.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7526734; Quest end date: 2025-08-01T04:59:59+00:00
bug exporter enterprise ii,item,Cicada,cicada,5,https://buddy.farm/i/cicada/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/cicada/; Page data: https://buddy.farm/page-data/i/cicada/page-data.json; Cache: cicada__cicada.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7527939; Quest end date: 2025-08-01T04:59:59+00:00
bug exporter enterprise iii,item,Cicada,cicada,15,https://buddy.farm/i/cicada/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/cicada/; Page data: https://buddy.farm/page-data/i/cicada/page-data.json; Cache: cicada__cicada.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7529108; Quest end date: 2025-08-01T04:59:59+00:00
bug exporter enterprise iv,item,Cicada,cicada,50,https://buddy.farm/i/cicada/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/cicada/; Page data: https://buddy.farm/page-data/i/cicada/page-data.json; Cache: cicada__cicada.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7529169; Quest end date: 2025-08-01T04:59:59+00:00
bug exporter enterprise ix,item,Cicada,cicada,200,https://buddy.farm/i/cicada/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/cicada/; Page data: https://buddy.farm/page-data/i/cicada/page-data.json; Cache: cicada__cicada.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7529177; Quest end date: 2025-08-01T04:59:59+00:00
bug exporter enterprise ix,item,Cicada Shell,cicada shell,100,https://buddy.farm/i/cicada-shell/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/cicada-shell/; Page data: https://buddy.farm/page-data/i/cicada-shell/page-data.json; Cache: cicada-shell__cicada-shell.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7529177; Quest end date: 2025-08-01T04:59:59+00:00
bug exporter enterprise v,item,Cicada,cicada,100,https://buddy.farm/i/cicada/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/cicada/; Page data: https://buddy.farm/page-data/i/cicada/page-data.json; Cache: cicada__cicada.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7529173; Quest end date: 2025-08-01T04:59:59+00:00
bug exporter enterprise vi,item,Cicada,cicada,200,https://buddy.farm/i/cicada/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/cicada/; Page data: https://buddy.farm/page-data/i/cicada/page-data.json; Cache: cicada__cicada.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7529174; Quest end date: 2025-08-01T04:59:59+00:00
bug exporter enterprise vi,item,Cicada Shell,cicada shell,100,https://buddy.farm/i/cicada-shell/,Promoted from complete cached Buddy item-page requirement evidence for BL-274.; Observed on item page: https://buddy.farm/i/cicada-shell/; Page data: https://buddy.farm/page-data/i/cicada-shell/page-data.json; Cache: cicada-shell__cicada-shell.json; Parser: buddy-item-multi-source-v1; Buddy quest id: 7529174; Quest end date: 2025-08-01T04:59:59+00:00
